year_bin	prcp	t2m	u10m	v10m
2015-2024	0.30	0.95	0.66	0.68
2025-2034	0.21	0.93	0.42	0.42
2035-2044	0.21	0.93	0.42	0.44
2045-2054	0.19	0.92	0.42	0.42
2055-2064	0.19	0.93	0.42	0.43
2065-2074	0.19	0.92	0.41	0.41
2075-2080	0.18	0.93	0.42	0.42
