year_bin	prcp	t2m	u10m	v10m
2015-2024	-0.009	0.004	0.016	0.020
2025-2034	-0.009	0.004	0.016	0.020
2035-2044	-0.009	0.003	0.015	0.020
2045-2054	-0.010	0.004	0.016	0.019
2055-2064	-0.010	0.004	0.015	0.020
2065-2074	-0.011	0.003	0.015	0.020
2075-2080	-0.007	0.003	0.016	0.019
