month	prcp	t2m	u10m	v10m
1	-0.005	0.003	0.015	0.014
2	0.004	0.002	0.015	0.015
3	0.001	0.002	0.015	0.016
4	-0.000	0.002	0.015	0.016
5	-0.003	0.002	0.012	0.013
6	-0.004	0.001	0.014	0.014
7	-0.006	0.001	0.010	0.015
8	-0.006	0.001	0.008	0.012
9	-0.006	0.001	0.009	0.012
10	-0.005	0.002	0.012	0.012
11	-0.006	0.003	0.013	0.011
12	-0.012	0.003	0.014	0.013
